id,meterologist,degen
3652,terra1lec4vk27dw05ee48keeerw3eq2tvpvgp7ruypp,14
3653,terra1lee8mgjmy5j00vw6mzxngvvrcyztje85ew3u68,10
3654,terra1lfc7z27qxunvx22vsqmxdec5n45d83udkcd3kw,2
3655,terra1lfgrm2duqj5yjyg7aaegjf9hc9aknpqe5tlqkz,18
3656,terra1lfmmc2xp2hmgyqdgwr9p8txxcyxvvr9mveywuf,27
3657,terra1lfxyx92x6qpdfhumdu9enupzcfw2usmrnfsckc,2
3658,terra1lg3lted6a4yf7vwlqhwcpqn42mckveqqvkyjfh,19
3659,terra1lg6v8tlvt74z85h8tpv09flxllmxex6pnap8we,22
3660,terra1lg8y9pn0yg8ylud7a32yela4e03vlxcagq6ljn,2
3661,terra1lglujukexnwsvc6jwncjp20d7cavcl565z6hul,10
3662,terra1lh086xug3f4pd5twn4za5m2wamel8kgmtju829,24
3663,terra1lh7yk67pjdltmve22mzehk3e67p63v0jxpeagr,30
3664,terra1lhgqtu438sxaaszd4asupdgzldtf2hw30q384p,25
3665,terra1lhwkaaefqpnukmycf0en75xghtk6d0unqvu8sc,6
3666,terra1lj7rc6cvx3uty0lamv34rylfu2nu9fp8szr3ez,22
3667,terra1lj9asu3dtvmp8qm9qpkcc7w2304c996pe0g3ds,29
3668,terra1ljfaa6ja03rxt2nf5yqzfejkxkhs87aujn9r2s,26
3669,terra1ljjfkqn40x294u3f2uzd7xrj4pg4v4q9gceee9,15
3670,terra1ljrpznak2vfnneng0adplq4sryl2y06mapcnt2,6
3671,terra1ljt3hnre62wwte9p6wt4qucax0ytaz7mstsr2a,6
3672,terra1lk3358qa40gxv2cfy9zvaxyqkqunjp9ggq9tcw,30
3673,terra1lkqxxfhnflgakx8v7dnhxs32zevwf4cmkzescm,16
3674,terra1lktg9htv622v88zmzhrxyzsmcsfvvdyglnp0xm,1
3675,terra1lkw2hvhgyr4mcvcctlw8gdktfy3xejhlsympwx,13
3676,terra1ll3s3gvxunmag9mqjnf7kjsx44fqsmy3jgzqv0,2
3677,terra1ll7g0gny3r5jhsctxf7q83rjnk20vyd628f9rj,27
3678,terra1llhtmaw0ezhkz6nlqx068hh9w6ghms794l2st7,27
3679,terra1llw3nnrfn4kq4npz0jn37aqpqda7gkes2p8k5e,27
3680,terra1llw9zza9ekp0cqe0jktxdqet54j7tvaqfnvx8t,7
3681,terra1lmgh047wgfseswlzeuxnyetkkexnxq0hr3ymul,28
3682,terra1lmwmfsvwkac02ea0zvv2gtmpuhwq7jhkz3p7zr,24
3683,terra1ln2mfx54jrwlexr39h7hefg8fdrn66u3z7xk30,12
3684,terra1lndnmnvvss0mhdxmlu5hwu5d8lullm5vt9pmdk,1
3685,terra1lnf7qytuqky84hz6tncde2jm7yqru60g77rln4,28
3686,terra1lnftl96z96cyqk0zd5tkwfgk4ttrdl5mf63gnp,13
3687,terra1lng2gypwsrcktvg85x7x5v567d9svgk0kyx8z6,24
3688,terra1lngny09nugtd74awg2z7rxfpht37gdd0kvs9t5,1
3689,terra1lnt223ts78zdduwvlhzvn7w47neq4pga89p6ty,26
3690,terra1lntndvwkxf73try27a4q9p3makvluugp023n6e,3
3691,terra1lnuagptnldqetg7sylc77vpp8m9ul09ase6uzh,22
3692,terra1lnwlmtpe0tfn7mrxnglem5xqtahxshwgq5yhze,4
3693,terra1lp2h43kd8ex05pyaletfzsakh57744t3c5wm6v,27
3694,terra1lp2vv9zj46d6gnmtqr6xu3ep9p5hk3dmjmg929,1
3695,terra1lp6llm72mqksv2620emj2d8jzz9uf2ed5qh3y3,2
3696,terra1lp7uvv9t52r5h5j0dcezgqdfrxqgt25tue7z7t,11
3697,terra1lpfag8uf4cncvsu9a229a7rjt83x3nr3xr4mdw,27
3698,terra1lpkyy989ce76ucya2vftzg9hhfzsgf0trzcz4k,2
3699,terra1lpu04elv6z67h9gv70fuy2srwn90n0fkladya5,7
3700,terra1lpw69xqy9rm2t74987v4lw4j5jx08a4vcus6k6,19
3701,terra1lpwph6tn4h27v98j0wvhqnltw2sp6wl905vegv,5
3702,terra1lq7gqqtw6m95cw4cu37fslc30qjdmmlzr985a2,7
3703,terra1lqh7ypwkx5d53f35cs7qgteytxurt5fgwkdtua,11
3704,terra1lqjp2mhtejg246xru6urf955fu2ucf6f6u0knd,30
3705,terra1lr9ylfzrafe66hwpdv2m0qwxrc27f9acyncazv,12
3706,terra1lrju395mscjgmqe2us2r9um0gyjcgmw60a5wjn,22
3707,terra1lrpcl54ypnd2aqu0cg0wd2r9j9kylm5hf9ehg0,27
3708,terra1ls86exlsu3n5mpu6ql3fhc7zanklnun4t8kvyh,25
3709,terra1lsclu930kukl7h9sckx6fhnfpv564wf4y9lq0y,27
3710,terra1lsem4990cngqzlw3rd5pyeysvzflnmtmuetkzw,26
3711,terra1lsl37prf4prl6dw23glzutpphmxydezpylcaqs,24
3712,terra1lslaktm620qaqpu6qx0s5k5q7adsvw5jvndzaf,14
3713,terra1lsmhxrcvg6gqpqsutlgau676lgj9klvfcvdjs7,25
3714,terra1lt874skdy7w34gngd9jhnredthcszxwhtlflse,24
3715,terra1ltzeglj4prgv7h89pnsdflqwzj58qalce2s6gk,5
3716,terra1lu0nen95nwjq6vfrunmp4y9qfzqujlg8220s8d,5
3717,terra1lu5m26ke5rm46q6dr2hqxluwafxa60lv0wrdv4,6
3718,terra1lu5q8k9l9z2ka3g6n74dcw9u9plhkrd9ux4leq,12
3719,terra1lu600d7z95f2zmndt64zfwyq9n5rp8wun9ppfn,30
3720,terra1lu6tnzn6k3jlddd0hnaedgu92k6djn3nlh6ufp,30
3721,terra1lu80s26k3vd0dd7kgxhmsxcp6x9us8jq98s6en,27
3722,terra1lu9lcttr955mja84r5lj53eke99ps2c5z3md3h,1
3723,terra1luac8yfzec9sdcz6ryvpudckcj5f32jcyfph7x,13
3724,terra1lufl5rdyrapgkzuavmrgp5ywfkdnsdjw5raq96,14
3725,terra1lumnh75vurujmgg7v0p5pclp0dvragz6793n7w,16
3726,terra1lup6wqed689a5adrz2wdcghwgj2mqyjm5gh8pu,25
3727,terra1luv47lksjyjxqesxej6av75mvrwzvxj5xluz5x,26
3728,terra1luzsyt7smk2xmgl8n3yep75yv9zgypjn4t0dzv,16
3729,terra1lv78qv23p85u489lrzp2ecevy3lu20whl5vgny,23
3730,terra1lv8qg3hqk69z6sfjv84jyjsrcfp22r473mtcfa,26
3731,terra1lvcw0kj2qwqf7y2nrwu8h7pz7vyzn609qlugtv,11
3732,terra1lvdjq7qxfd7v9lvs8g4jcnt7z568dgd9074l9f,28
3733,terra1lvl0qr39tgq9d47wj9svvdsk484h4nv5f0nhd8,5
3734,terra1lvm7dj5qmvz9araccpwfyv5rr5gsg5ld7xdpad,2
3735,terra1lvsmh83sz5qnn9t7chqqwfuntwkvkapedw4nv8,2
3736,terra1lvvmhxdncu077qp95rvs7j9k4yg3pcjj4zvqp7,2
3737,terra1lvxnedkqt2qg5zvzcjqxcjllwacdndpl5ewvth,2
3738,terra1lvz6pp5r7cxtp4pxwzgfkrn98k50xnljp20tfr,2
3739,terra1lwk560fkcyxavdqla0ksfcr2tyg30wcm5mpnsh,2
3740,terra1lwnqq4hxsxzx98e0kjw5hyckc5fl8fa6k4zy43,7
3741,terra1lwu25rye76wk55pwktx6tdjv6g8wvr08ftjzs4,5
3742,terra1lx3wlvykpghnuhxpjstg2wry59aydd7u56zwle,25
3743,terra1lx4a484px4x3nw4kmuty9tz9gq4v5yheenqcys,14
3744,terra1lxa9pgaj204s24446p23wmt0xn0g0dzlmpcze5,10
3745,terra1lxl7s28xz9r7z2cqnje83vchnd8jyf36puvg3x,7
3746,terra1lxq2p7fzrmykxkpsx30zkn4l48vduk9rvumzck,17
3747,terra1lxuzdxnmr3vu9q8helsv3ezrpadwr29wu9a2m6,16
3748,terra1lxv3lyz2d5fcccfa7rjhsrq6kej029l5ey3ypz,27
3749,terra1lxxxnj4l4dcst7uv7c4l6jsstygrf7ka8glq5x,20
3750,terra1ly5m66wgq5u049nauw6e7dnhq3n9ajhncydyrj,5
3751,terra1ly6hp8squdyalrel5tntk0dccfzxupkdlcfrnv,25
3752,terra1lyareh24qmtn34ejcfxcy7s88m3ym8jtyh37yg,30
3753,terra1lyazcpfz3fw440lnaekzu9fz3faezvzgj9qa8v,21
3754,terra1lyeag3p2r4gvelhju6uszkq79p33h6h3d5kj3m,30
3755,terra1lyh4fdkc07kzkf8lcdz4df78papfkyylgvs3e5,27
3756,terra1lylfrwp52g4cpuyqmpn4nw6uwtu2akt2dt845j,13
3757,terra1lyzpf98llrlusn0frc2y22jxgkrc3dxyp2kr5g,3
3758,terra1lzg579cl2jusadrtezyt804u0jjza9zwmmsxh7,13
3759,terra1lzp2y2euca0p4vdzmrcny9rvj0m48sgak8jfdq,3
3760,terra1lzx7wytmwmrntq7myg0tfyzxzua5vf3jt4erxm,23
3761,terra1m094y39tj7tcwm007nz5tlzw85jh0ag7l9js0t,25
3762,terra1m0hamqk4m0svg5qc00ygz73fzku8yfhvcdcs78,9
3763,terra1m0m744lggmyf28a3ej7a3s2vgrl07z8srhr6s0,10
3764,terra1m0mqgrsqr65u3yxrgkvc7gtl357hqqp9x0kkrk,2
3765,terra1m0ny6huglwnedntjzh9m9ccd07dc4nrq0z67j4,27
3766,terra1m0qqyh850y3s4t8weeczgmsvk4dy2y0qyx3gxu,21
3767,terra1m0qrgt84750qxwkch2vvq8rkkcz0ndw4zzzwx5,10
3768,terra1m0qwfqtj8p5v7zcz2z098yj49yn2wj3kp4qknz,3
3769,terra1m2a2hu9p4h9mhqfeh7mfre39xvzq05c8mljut4,19
3770,terra1m2hapxzx2k2nk78sr8wt6p0f4laqxyaml075xu,4
3771,terra1m2u8geuf44cxdenc0tkcpve9lkr0wck7gvpnl4,9
3772,terra1m3034ylr2f4hj9dr7rmz7hl89wguea74l8pgpw,2
3773,terra1m32d77az0yann6r9dvay2mmljd8y32y0zzkcpy,17
3774,terra1m33dczklrdzae77tcyy0rpvql0q4d5ynjm9hay,6
3775,terra1m35t42fqsr26dk64xzqdjfm9lx5pq5suvc6l4z,7
3776,terra1m36y36x58aqgkwrs6gjlcg4zar8rve4g6f9ftj,2
3777,terra1m3ftapwxq975rms0tvkwk3r9a06s5et0wn3a8e,23
3778,terra1m3mqyxh8lgnfdc4usvxt7d8etnsdjvfaxda28r,30
3779,terra1m3sl9qea92km6mqm02yqxfygn8g9acl8wzj6x7,14
3780,terra1m3z3hv8pzsucnwekqck23kguh02d45g34fx7np,2
3781,terra1m3z475hzyn4hrvlw0je4xm907u8d0jgyx3plnd,7
3782,terra1m43rpw28grr3530j4rl99g0t7cmgqzh7rah9g8,12
3783,terra1m4erwz77dhntyxlk003r8gn6juxtgwqrvzt4sw,3
3784,terra1m4fvwk6d284usp5s66au5ktdd9sztpw5w3zflh,26
3785,terra1m4knmt06xzly2knczpefsgs76n7upqwa2zww9t,2
3786,terra1m4m6nh6gs0ge5lwvhuxdekdev8564ns0nzc4j6,25
3787,terra1m4pafl58mjh0cwz353cgsf4dtn03ugxjxwqfdq,22
3788,terra1m4s9h6248x5l79shxu8aq6rl2wwqre7zc3ugwx,10
3789,terra1m553wkr094j3g0r7xcrk3fut650e92wfxp9yvw,10
3790,terra1m57v2f34vnp8e9ex5te3tjp3pfymltjdecmrfs,25
3791,terra1m58r89q38k4p3lr2tzck33t4snrtcvjueqdgdy,26
3792,terra1m5jrjv4dsmxt3e8x9lpzh0y09ddn5msajvnen6,2
3793,terra1m5uwguyltm042x6ydum974crnhx55d4qltd0fd,30
3794,terra1m66swnewv4s3f747t00y5x76aaccdlrfw8hmkp,4
3795,terra1m67yz0hu8kqnc0zwyv03v5p6vvs3uuu7xkechr,7
3796,terra1m6k79p044nr5zuj4phx9zfx5unwg8c7p3l2eqh,21
3797,terra1m6qa6q5mh8mvja0lar9rffc9hrp8sl6vl0qh66,15
3798,terra1m6qvdqn4ae2dzu33xqfamc2fq0e2y5z3n3vkqh,30
3799,terra1m6x8ydl7madx7jtgs3hq4h5u6e7d7fuuadytz8,21
3800,terra1m6ytmy09xyw956n7c4ngyyf72vp9pf2aedkgy5,22
3801,terra1m743ywj7ds8hqmnffasjndk9ayyun6lfmh7ny5,5
3802,terra1m7p7p9nznp50y3sz7wqy8hn7j35zt3gt3zsczk,2
3803,terra1m7rny4u2zgy3ek6kqpdfehe62cam7zuq84nvt3,4
3804,terra1m7sxyjr2c94v4tvdwkzq26udpcjszp9729f6mc,27
3805,terra1m7zq63fx0738rywd9flqf8lxgrazzymc30lsdt,27
3806,terra1m878jy4lzc8zmq9ulajvhkxx49ymmtegu3d5xt,27
3807,terra1m8c6x9e0whpw8kt2cf5sq35gv74s9sz5qru0et,1
3808,terra1m8e2svmxugq9asl3vu0m9tyfwnlqlxwsz64wkj,30
3809,terra1m9ewhduzzprheqx0qxgtlqte84s70nzfv3vref,20
3810,terra1m9mcxex8w77vrvzry988ssj8yh3ynla09njc5s,27
3811,terra1m9nazc40ak2q7jwsamrlrj0t93v3gmpfcy5xfs,11
3812,terra1m9s8rr5sru7acjakzn3nmsf9s4sdncmjnukkrz,7
3813,terra1m9sn59czeq4e98wxqa8ge29993kypj5vkmrhkl,1
3814,terra1m9t69cj840z742l356n8fcdd2qedkx6mk5jycz,10
3815,terra1m9tugdttpyy8ss8h9kag78k9q8xecny87f329v,30
3816,terra1ma36tukfn3yw7ut5hg9g2psfc5qp2rcsjwn6rw,16
3817,terra1ma7mnkrse8g9vw84wr8evrp8k6yy9vcfnqnfqj,11
3818,terra1ma8jqefkrkuym96hg60qhsmty9c8ffn8fkjlpy,14
3819,terra1madxnfyeysznuxpu6wks6mdjltca576dfkvkfj,22
3820,terra1mahlwd25mmpz3xuhavv5jpt99lus2n7zsaketu,2
3821,terra1mawwrdlktmpgda8yr0dgx9e03jykcxmqf4umxd,24
3822,terra1mc7nh79y2exmdwwgzgaa769et9v2u3lzjv5n2m,15
3823,terra1md06crqky0tggleqce8nvlkegk3gh8ud655dwc,21
3824,terra1md3nt0sf0af83eza2sqvf72mkq45242myv452m,7
3825,terra1md4m7vcer5dsgl269x0k23evdxx552g4nvhpe0,4
3826,terra1mdckpjj3qk3pexv8yr4cltzjs4gyd7jkjr4mp4,24
3827,terra1mderj5px573t0gpup8rjwjmuwlru6ykd2a5suz,28
3828,terra1mdg6u7tvuh5adfptwmeljrkvx48zs0mh3erng0,7
3829,terra1mdj8qzgnh4r7474cevknz04c6hu6yy4hkvwthv,16
3830,terra1mdrpeyfhehezrn2kr4zcge36tr4xcghp6kx3pn,2
3831,terra1mdvecnxwmyc2my2nn6jxfnlsht9kw6m0r5cqnr,14
3832,terra1mdw5lkg02vnnnas6dtf7d3at5gnvhjl6z284mf,21
3833,terra1me0czmt99llaqntw7c7aglpvd0qy8tn3kqazwg,9
3834,terra1me2tflyqrk7g5qhg8cwhjw4xsrwe7vv4j8zjpf,30
3835,terra1me5ez60mltdy35g8nljtq8m2e2g6tdsuljpx4k,2
3836,terra1medez76xqepa0fxmy635jc3aamdr49t5hp8lgq,5
3837,terra1mefpz5v46ez8at6n5rewf8k3n33v4kk5h5t48m,2
3838,terra1menyrav8sj2h2m046xq2qeqslwquhmvvjq4j5l,30
3839,terra1mf7kjhqfmep6xduqk7vcfpgh3x35sffyjl63rv,14
3840,terra1mfan595xqgml63j406wkxx6dfqhr8evuxaqrjk,18
3841,terra1mff8zqxruphjsp96th9k7eehvn6z6j00lm8gpe,27
3842,terra1mfntv7ggflyfyfvvc7k2348uugvf5zya9rprv4,5
3843,terra1mfr244ahr7pyquxgfgu522av2pa2sdtu68jeyf,2
3844,terra1mfyrrpl4qvm9046wxretw2fn27gsg8rlg8vvac,19
3845,terra1mg3fdl8me8xzahkh4jngrzyfa7x9mqgas8zhtt,18
3846,terra1mghfncrl9pxw3c8mvphrafzg427xhu89nk5948,25
3847,terra1mgqqa98ec3wdzjxwq6nz9haka7pes7x38mpvxd,30
3848,terra1mgs4ldnh6prl89syv92su0j5wtkufve62zdn3j,1
3849,terra1mgsszejmtkwacm94ja3se2zzypmurrxxcu05l9,27
3850,terra1mgu6rk8qtgt2pu6aaqumums99mvunqjef34w26,7
3851,terra1mgwdlvafnylsl23es3ca6p9dsm4nl54k2k9xck,26
3852,terra1mh3p9uga5trns4gxftu9al5sejj20j0u7ewlpf,18
3853,terra1mh9hqjn44zfuw7nadyk5y7u656szhs5p9g2aza,2
3854,terra1mhlhlu2j62ywuh279jtejs83w3f5thw62a75gc,18
3855,terra1mhmmk9jh8p43fc48kmfcryw9crhfa022n6wyz9,9
3856,terra1mhsm6xard4e8un8kq7u5ju7flmv75a9a43aeva,13
3857,terra1mj2q8tn03p5dq0xzad2hd2v3u234s2gj9vq5rp,27
3858,terra1mj6gu2vkullcxgtczqssc5wqqfze8wmmw9nedn,23
3859,terra1mjcspp6crhurudxfaa2hc7dhp9493ma7chtapc,4
3860,terra1mjjdyq2s42eynhu5uvnf56se59z74k0pepj0yl,10
3861,terra1mjlakkn5jgs8pwzdgr33v3hapx6jv9pmzj5ws8,2
3862,terra1mk3s3k940nh9ewd0hv7jhrgvsxukv3xad8h6gu,1
3863,terra1mk6xugxarst5um6lvflehs9wfpeludcecfnwr2,25
3864,terra1mkj85lmn5eh4uyaaxtcenr396wj6wmv6semkz9,14
3865,terra1mkj9g2vwuc3x4sz8k6tj6yqcksv7jnp2vf2cwq,24
3866,terra1mknk4g0mq4qzwsnzryy0ejz0e43kzk4l20lsnp,1
3867,terra1mkrrpu6kgpue84rgkv90dvj36u53stuaz8yuc8,6
3868,terra1mkwpnlfavd85wxq7ayd4vnnm68nqj82sccavyt,5
3869,terra1mkxz2t6smvuwqdul643ms6387g0eqc0hsaud0e,2
3870,terra1ml7vd8a3nagw4lsrd9svlvcffc95z83c79uakx,19
3871,terra1mlcs2ny6r7euuef8g0elkh2ausdexj3xn3zfsl,7
3872,terra1mlp6ghzd2u3825w62s3rtq7xqp6kg6555q8t95,6
3873,terra1mlqgtsnyyaazcmvplzqwm7clwxx2mwegg7qpy2,22
3874,terra1mlta9rwh4g87uk9lmm0wvteztpw7x38q2hmhy8,7
3875,terra1mm2lavxya07p57w6yk5k8ccaxferyz9rjwe8gg,1
3876,terra1mm546vrfgvr8qnqgllkfxtf2kdww0j0mu33vuz,26
3877,terra1mm778sqjjjqvah5m3rm74p9rdkscf8aa8kvnfs,1
3878,terra1mmf0ennydeqvlvunzplqd6jkxs4ndq4zysufjc,6
3879,terra1mmjd0tj6qfg7uajlyd7dt783d7zqx3kg86wutm,7
3880,terra1mmjlmzvr7a8pf34qe0wyr20rmk0n96vtypas28,2
3881,terra1mmly4jprsccufaymvc3r9qsm358wt076we6v8u,21
3882,terra1mmqq6h9s2strrkc7jhfdeaxypac8jmve28qv27,25
3883,terra1mmv20pdks64sgydnkgauq9draytt5h4ca4lans,25
3884,terra1mn40uldlvvlvxhuhqu56prphks52tx9cdnrwke,25
3885,terra1mn8yg59gnph6d9vtu8eewjgmstt79j78hqngq3,28
3886,terra1mna02g353h929g4yj5x8u5603427c562ues7xh,24
3887,terra1mnde2mkh0qpezaca8pg43lq9j9wvfhxquttrfj,30
3888,terra1mnjvq6gmdrxtlyxk2u7lx29w032uwfcvy46dkr,2
3889,terra1mnnwq59k6s08xwfn4pwymu2ta5969jrralllfc,3
3890,terra1mnslwwq3anjzgdd0c22ny9ktdkuth5hv8mf4fm,27
3891,terra1mnxs6h35pqy9afkx7n2eah9ey7wgp2mfu2u8xq,27
3892,terra1mpl9rshdae7g3pjqznk0pdgw9fsz5mx84k99cp,14
3893,terra1mpre84dayydpen0ux0ndgx8zjjwdhvgw6thut9,25
3894,terra1mptwth8gkj4u92dtn87cwf5fwg05nn3706cx58,30
3895,terra1mq39hca6zmk652f00mvjq0yzcnm86zav39wvkm,2
3896,terra1mqm9zkveqfnppq9u0muc6yhjycwy23nh3pjwwg,20
3897,terra1mqrda96ucfqtyydxd8ppxa57pqp4yuuux5gukv,30
3898,terra1mqs59fdv2t0cc3pmrtrgn83azvqv8dqz8q4063,24
3899,terra1mqvapxe53yhsnn44v65x6w39x7esrhkt8l5rsh,8
3900,terra1mr23ete0w6c23p79e9hlwq0a5rswdvxhv6qll8,16
3901,terra1mrc6h8s80pk2nngmhxsa8z878emcazu8pfmgfq,21
3902,terra1mrkypn5j56yancjlyhfc8lxlp9llk6g0fg4xuv,27
3903,terra1mrmqvvlpn5vehtu2dxyh29dfpqesmcmle0kwaa,10
3904,terra1mrrvtd3wd5wzckdpqcrwq9hkcf0yp8uzaryt8q,27
3905,terra1mrzkyf8wmgrga2wypmhc2g6s9tzdpg4cpv3cda,27
3906,terra1ms038kk9xvpwhrczrpc5thvy6v8skf8s0zfxuu,18
3907,terra1ms752weed3huz3l5x2utlvggkcxffxvn888wsn,29
3908,terra1ms7ga4s4ls9n64kmmce9yj47a4zmc0vv88t5ch,12
3909,terra1ms9e3gdzx3dyywgh5j94mqhul0g8pw74m0l9zy,18
3910,terra1msa3l9p5pyjgh6ttlexnx9nxqtu4mxhs42vqmx,11
3911,terra1msdtzwk8sqz6e4065fu9t3tsyts45edurrsnkp,27
3912,terra1msljqw6a0cwrj9ccelxmpkg7jsu52kpzsjgzqc,10
3913,terra1msqxhcysrv9ujk32jm492zmz3rjv8rcejuvdjn,11
3914,terra1msttashr68wjv3gpchcs4m5f9hn6gg64j5k58p,1
3915,terra1msxrq6p2mfajrvs5fpuyyrsgztn8a0v4d7g0j7,22
3916,terra1mt2j0ueumvjz4gdsfpv475h849ml9uppretd3q,5
3917,terra1mt5qzy7mgm9jqnazj0juzvwskv88clfrmsmu42,15
3918,terra1mtkqadel3sx03af5l0j32kjwfhfjz6w5gs8cfe,29
3919,terra1mtmfrhq03w0k4q0xarad6yd2m0ca2qxs2zrfau,9
3920,terra1mtpypsngszvl4tacuvgkdjrfffag4lsdtrr9y6,2
3921,terra1mttasceda83m9pnzp7y56sv7zah6qqf8523dc8,9
3922,terra1mtwy6e9paxx50nsuupcktht3dk0rf9y65ehlh8,22
3923,terra1mu2aut0qekq4j05vv4v3gyfn7w99aweyk4ntvn,12
3924,terra1mu2phus5djkfw4hrckzvfs539rxndfsr7vjuxf,24
3925,terra1mu72yjfkvnxcqwwp094aeae0z5kvl3ketnj2jx,14
3926,terra1muazhxzyx6v3ssypefpejay6ezjazrtkydwgsa,15
3927,terra1muezx7cp78wyp3nkh5qk7404msuq60m4tl5s2s,4
3928,terra1mulzxgqgqfu0j0u4llmn8ev4evsnwgakknj82a,10
3929,terra1murhv8plw67e4xqfkhpd6c88k2w7esn5pgr7zg,22
3930,terra1muwlzc9et0hwts5c4jhet87z7defwvts6g2n3a,13
3931,terra1mv8tm3y6vz94csr0czp0cmccz475d4zrhadmvw,4
3932,terra1mv9nktq8z7wnh4zl25hm0v4lrsmpz2rv760c9w,27
3933,terra1mvn03dvp25ujn0d7w8nw66lkfh03y03qp2093d,20
3934,terra1mvvsnxnxrcucumsmswynuu9fuh08rxrwlj57ta,13
3935,terra1mvw2qzfaveu2hwmqh55ychvtm2qr929kna4wj8,8
3936,terra1mw06phqtz2vst6dqchmrc4m20ps29tpg999vmu,17
3937,terra1mw5u3ugxgpalaju4f2jh8nu5nxqp46smpsgu3d,2
3938,terra1mwelau49s82aa04fetd7gf38kwchu6jhdgrp3x,10
3939,terra1mwhrkzrlu9adzch54zu7unnd353e54m35kles3,3
3940,terra1mwqa68san79jf4ad9425dqlznhvldd4hh68ums,3
3941,terra1mwrq8y2te5p0x5ckz3zeleufsk6spfx346jf4m,14
3942,terra1mws7ep7s2kxf0emw9nykp07k2eh7x5y4awqxme,27
3943,terra1mwt6sz40ne6js6rh8mhlyaazf09shttktudcdp,13
3944,terra1mww29nprsha05vn8llazn74adllz7wz5k5yacr,1
3945,terra1mx3lxpk9wfqvu09wv4tcemee3rappauszang5g,23
3946,terra1mx5nvx2d2r57nlqpp7qwtapcdfhjfn3vq5mqv7,2
3947,terra1mx7hh8ptzyx9xtkdtuganrtce2h2tnk6zzefme,28
3948,terra1my2psewq3fvyvjrqf543p972rm6zrqhw73uxe8,6
3949,terra1my59nrjt80mrt4v2ay5lgls950yqgat66d9geh,5
3950,terra1myeqf3dlejt490u68fdruxz2xwc7qffg5kevuf,1
3951,terra1myesxl4xuy9yfy33nhstx6hay7798parxypxv2,18
3952,terra1myjf6ys2925v2c8daue4x9la3f04m3djhwxr5g,4
3953,terra1myjkjp2t0en2etzq3fm4rzfa9yecjlr2tgul65,25
3954,terra1myun8sj0wgxdpz07qz3xttqszn0csl8p7mk6fm,2
3955,terra1mz6khrdy9fcefjg5z5nukhjhppj7c7qfd067ec,7
3956,terra1mzdruhfcmkalrumf6dwdngmu4cjp3q3xlt5s6m,20
3957,terra1mzq7zj6vx909qcgrs2y68s88lxd0f0eslgzt65,27
3958,terra1mzqhtpdsgtey3yntcxg29ps6zex52rccxu6r8k,18
3959,terra1n022tkw5znakpsdx8sjxgyezctj97m5uyhn088,14
3960,terra1n07e36mlh384dakk5ssyuayqy8rt9z28dn3r7g,1
3961,terra1n07wf8fkygs4z8jp576a8cnwvtez900pdtttjj,1
3962,terra1n0a5wmskc6hap002vn06rnwqux9wvwemsdnaru,13
3963,terra1n0dcqsck98xtrk826yr50m84kqzjfd9a0uudfp,13
3964,terra1n0dje6wxqdpt6fmh3flq0vvx26qhernhrmks5r,22
3965,terra1n0es6y7xr4p2trzmqdyxwzy42te9kxhjuvauzq,22
3966,terra1n0n0vs4hwyzp5y3tjtv4f8wxs5k3wlmu9t3pau,22
3967,terra1n0udde4sj27wv7gc64kuf38cup3nvt7ktpr95l,24
3968,terra1n27lrd9gyadxvjglq89z6xdsfvue6zj7zf9uyt,2
3969,terra1n2khygp4lfvejyekd2z4enxeww4p3jvvz02m59,25
3970,terra1n2qlmg79detql8d7ttp8fx8dk55m5dm4ed63tl,30
3971,terra1n2ruu5v32p7d7u354wk5u00nv66g4jm7gp6xaf,27
3972,terra1n2sg56hqxnwmg08speqlgvlra2jqk2k6qtj62d,24
3973,terra1n32uq5sf4n7m9d2g8z7lht6yupu874h87u25s4,10
3974,terra1n34pfkpy9x7mp97ahn0kz4rwxleanzwy9qaeku,22
3975,terra1n3etqy62z968h5q7xpspnwc73jwyuzu20lfn9d,2
3976,terra1n3gnprpx390g0cnnz07duphxvvy0v59m9md4qm,23
3977,terra1n3nl0vwudwqt0ktmsuxn6ckpxtrdpr9qcygeph,19
3978,terra1n3tzakd7yvnwgq44x6a2hwxr7x87fxzeq0pnzk,11
3979,terra1n3ua7xj8xzztt0km8842a4fgpajgqwk8zku9ks,1
3980,terra1n3y0z4gjxhqye0tdyljncm55qdhnr67wfgdjtv,30
3981,terra1n3y46hum4tcy3e24jkrg5v4ukkw79wfa6fe9yt,19
3982,terra1n3yke4swgtce0pgm0882usnrk5a4nzqvxctypp,2
3983,terra1n452rz6ahl2kdrlwf6rhd2f5dldvtnq239q0vl,27
3984,terra1n4gdvzfmc2lymekmru89qd365d9grd8m7xt6zc,27
3985,terra1n4gl2kqp7f268rt9v2zy7pylmtq79s9f9mgv9n,1
3986,terra1n4jaqwnquvcqf2s7x06ztv2ha3vn23p4q8sae2,4
3987,terra1n4ncrmt64472t6m6g9fshw4dlw5ylaw5zl8un8,4
3988,terra1n4sgzyd66jsvphgguevzn2trvwz8ng60l46l4w,3
3989,terra1n524rctaqxu2ysnm4uze52mhejfg29nskzum3m,10
3990,terra1n54cu7nvtmz3h7ntk9a9ax6tw3xmu2jahp3saj,24
3991,terra1n57tn23cja4yfmm2r9njgaukprjptrvmnnckv9,30
3992,terra1n5lz8557g4qs8z6anptkwy26llgtdmj6nwekcn,29
